mu_0,mu_1,mu_2,mu_3,mu_4
19.193699498619672,2.5273831556338875,0.3513167236206656,0.7474965482129192,1.2866771451469055
19.654554245669758,0.8521068917877486,0.853925889443963,0.7463293447623909,1.710974097935521
18.489093721568242,3.5708979100134415,0.2506150750378734,0.7407141534638141,1.4668797735486045
17.661795787819102,1.2478975049675674,0.22214680291347164,0.7450225600279137,1.3063655311306637
18.371307028939285,2.851239351840278,0.3002043566014307,0.7442094432966176,1.2897835838868406
17.360548422817928,1.4835524746709023,0.30861765168580024,0.7568788624053552,1.7792292048306173
20.020759775297773,1.6585520671312999,0.3860463301221419,0.7396435222227065,1.2402426719175497
19.648000750413328,1.018447173752386,0.6122267519156369,0.7471889865559558,1.2809645717882072
23.822642542972126,0.34760987286953454,0.9001570251478741,0.7413000646431963,1.829583259896728
18.43193424850642,0.30892895218062916,0.691027215644035,0.7573926303391773,1.3796211464829577
19.915547101230537,0.363985857028204,0.6157068184968365,0.7512027960413624,1.4519735482565355
18.67511417850323,0.3742506619622883,0.5383085903812638,0.7571804973272839,1.5271176794637464
19.998119682557938,1.7432287445914203,0.7069984661811115,0.737402297920754,1.492492700851007
21.62422753593912,1.9314721196336893,0.6235050968572737,0.7444458869800973,1.5238261333161336
17.4862265358905,0.5999688436111081,0.5829684480679691,0.7466215873439749,1.5053540589136147
22.281152860410437,1.5539561965358428,0.7241037838731268,0.7468218968844368,1.779730313281149
18.178256361730476,1.0857360190251177,0.51300197553201,0.7533128899726992,1.327257966334348
20.144051582440788,0.9204661784128602,0.6926446017422788,0.7486156408512871,1.5326045491105749
17.625327637254426,1.429046682111975,0.4631541846812756,0.7393277354592909,1.6592545010393973
20.797434967429716,1.1989390208477844,0.45888084533869655,0.7534716403659072,1.3337145595776305
19.20040207022689,1.0548720676712084,0.48951544627937366,0.7394912051813792,1.7326137852832686
18.169021753070204,2.2257744097886296,0.48751124176345145,0.7472716607788416,1.308807501134429
21.00875171461073,0.5906783773254581,0.8610032187119818,0.7447411242387332,1.7368857340141832
20.10278389646816,0.489812647757116,0.7784444096647374,0.7471407897990509,1.8107415620715492
21.546290851219418,0.7467636916204148,0.7581437106942268,0.7344753666531421,1.9683387522923166
21.10068391019674,2.022002579635019,0.60275854144773,0.7590399509803119,1.1542062152941082
20.076824328439294,1.3434793526716928,0.5367912790187767,0.7519161925641819,1.450674463400656
19.98319664296423,1.899196833544295,0.6459020928938297,0.7616996933285611,1.5023097943863584
20.40800333264204,0.4984148845957609,0.6685046084740509,0.7338647882692593,1.6472792419206717
18.242788078927575,0.7343157079159459,0.7420816132451784,0.7561179412024389,2.0844779173386465
19.339993805205346,0.5227626696764839,0.6180257854537534,0.7464303269336873,1.623470648231067
19.382970423801826,1.401464912243799,0.7073403644259658,0.7347059370030496,1.5340185758252012
22.504628157584825,1.4066830814869347,0.6776891552601672,0.7573779557967064,1.6045152122057769
21.640887077338892,1.1673222001227725,0.5990935797572482,0.7449913248228278,1.1722526006042244
21.62869124847385,1.14286985046467,0.439931796664875,0.7494767967726194,1.3136801979122907
21.5002270609424,1.7818570985431008,0.4302974276199772,0.7503187719723504,1.2612114709377804
21.618618759051483,0.67266217671167,0.5434474557397987,0.7354384690530007,1.9413944016396452
22.108942483375564,0.7962511805334131,0.5897146453128109,0.7371519931678421,1.9025180211589456
17.61618698494269,0.9951227333988574,0.42144178485834755,0.7591068317180604,1.3804435953058205
16.844434595529062,0.6794328826928061,0.39611887490447245,0.7577994855150197,1.3375305552712853
23.912163465365428,1.4657032792975775,0.5095810880521162,0.7355460238832001,1.6599231110266564
18.961776773737768,1.2240023828899302,0.7551433708396595,0.7470888780138324,1.177747644491085
20.817046165373466,0.6559829506740616,0.5774461401228295,0.7474396515482062,1.6782734597964797
22.373274608152514,1.2262056197759457,0.6925411219471493,0.7548855445583516,1.563141076575254
19.057975904101127,0.9025168281008032,0.6633272689005308,0.7436596616497113,1.7987344653402115
20.853290821874733,1.5528122782374032,0.4901826228072695,0.7539265651600003,1.1581804520014871
18.45900922598959,1.437911425013388,0.5776747514387571,0.7380869709476657,1.2481883285164388
17.246283135159025,1.1821006093725097,0.4458170708634232,0.7516098956614699,1.4831559167863584
21.112330174489994,2.4324510126602794,0.6056368709605182,0.7398352552201227,1.5372282194041333
19.74290883891888,0.18941935281004152,0.6310907060892417,0.7447131784716706,1.6351411051588143
18.089216420135482,0.6966993575564464,0.7559757401069663,0.737532249559369,1.814074847339466
21.16595448319908,1.2669015643207315,0.555396815149437,0.7441078626825598,1.491416084556441
17.988519884602102,1.4807053352857633,0.4477988796139818,0.7519260463196744,1.536792643120806
19.428622781174994,1.041923213350382,0.611360805679166,0.7406753046233927,1.3913917676295688
16.97394929648082,1.3982060437073822,0.4962876598131157,0.7494956214053256,1.4141611330459376
21.40137614337007,1.0610967864058514,0.48945008176528193,0.7433062177874173,1.55954282388049
17.194846007344616,1.7416146232224563,0.48711246009089176,0.7487623017518537,1.3264615906427528
21.179992050586016,1.392523524228117,0.6323648526927875,0.7439807751027119,1.6773701954583022
19.04932853957487,0.927324716783178,0.7006772350106014,0.7562235185361897,1.6612649001937556
20.033824604075054,1.092180862334749,0.6324214841238986,0.73844475765351,1.2765020280686727
18.01170418004386,2.1135324608883113,0.48143265748561326,0.7408214408760497,1.6081099337305278
19.420739861555756,1.275542662645991,0.5204925487526566,0.758243186445422,1.7175416972937392
19.285495008315056,1.4438204933638383,0.6731813028474444,0.7323486332732558,1.3092946870481823
19.299327892854695,2.2258166407134703,0.7171833217155883,0.7413340694490897,1.1193757210013409
24.036422545381352,1.0871833129183526,0.41485728607710654,0.7518024210470019,1.8354784764470937
18.27779625233769,1.0158485493822569,0.28458060316045564,0.7449273713409664,1.4618038575629724
18.772031235387665,3.373089930252357,0.4903488775595877,0.7346715565059799,1.3806635966269092
20.980393742615654,1.1468899016374414,0.6406782676231171,0.7328070442761618,1.4332111447957452
22.589869279557096,1.3023217033369658,0.4897623245182042,0.755600889629076,1.2788792980808295
17.55913755911896,1.463700936309779,0.4744065671167722,0.7358171185510872,1.829583393997704
18.27191366322076,1.9363582507328185,0.42698919773000743,0.7379999161759445,1.3863610951958822
20.6725712813226,1.4672807164310646,0.5241375456242018,0.7578263398967857,1.5781718666026003
18.282625746671425,1.1294285878053993,0.5062123246513197,0.7399718036610214,1.6695455807324158
17.42043242169118,0.5000150133858436,0.666876133939146,0.7503845242074331,1.6431791831779605
20.358301226579865,0.5911670508558202,0.5567665727453367,0.733754628444732,1.3133823267316378
19.94144828034763,1.524091042261822,0.5956124541422765,0.7516471267667361,1.8604370631970568
18.737353838242697,1.4621213378743076,0.48730020645056504,0.7452476211510891,1.4488416355658702
18.079351133618275,1.7483365143278358,0.6534482941693949,0.7477437270424919,1.607692831598918
18.419101462585342,1.0387641801152074,0.5620726465627177,0.7407689452119414,1.4869565394231685
18.836061063564667,0.993059752657797,0.6897912112950244,0.7436826750844344,1.3710882116554954
20.75171631819094,1.439093249501148,0.5328799602524371,0.7464631642914334,1.4935643651370294
17.394032283961838,1.4825965792322815,0.45930601004683036,0.7493777367315764,1.3973969681268013
19.833835611352143,0.646209780000611,0.6977575021364169,0.7520333484679758,1.5031452680498387
21.835083672068293,2.2105762747568733,0.5356239773309512,0.7399988517226173,1.520438111170618
19.03827512851832,1.458988395277219,0.5491223549021397,0.7378061438780985,1.172778433690579
17.855123378050447,1.383439535909255,0.46958539652645803,0.7336793276147754,1.6995972635563674
19.653823260681133,1.66437435759437,0.5823595435666541,0.7590977713296545,1.327944849420787
20.78712955915663,1.150034887084175,0.6093830445963164,0.7424182541476465,1.5814419856201989
17.933934243782677,0.7210519475940997,0.5162948062992855,0.7437943578345636,1.2283163196075477
19.162809013807,0.8641397114777062,0.42790994632440293,0.745096093809615,1.3208269080020816
18.952082564966926,1.1737522392421704,0.8032537738015352,0.7475997730097561,1.3424488691289669
19.1985437690614,1.1861887143973855,0.652459733069404,0.7498568355798593,1.4459330983878127
19.579969194596615,1.1440234061289087,0.507486694015647,0.7488305154916213,1.6328294598981012
18.384601311531164,1.2834396356519597,0.45016200174824866,0.7490519322052241,1.4460967874692334
20.88031611000945,1.3116737188472747,0.3813083360374411,0.7458227158807486,1.460916797966311
17.691002493500143,1.0791554872266658,0.5549502256754242,0.7476468345518968,1.776571858569884
20.891081810576825,0.618848830074889,0.7842494715469244,0.7471222293936508,1.3326608701795657
16.85627018538625,0.5030328329999495,0.5429696291078464,0.7439664648736811,1.76889377294778
16.794916063360624,0.4046350015649873,0.4554092880394984,0.7431342944823344,1.9649875345389882
19.175671440743777,0.41390303177840415,0.6529130736953866,0.7424664952299656,2.435016279662984
20.277026711773814,0.24547149932554485,0.8703231808917711,0.7418080552761025,1.7526659515853593
20.12052302222755,0.31368166925163804,0.7276261506826049,0.745451780343488,1.572931384994386
19.246221186929276,1.3835862366376033,0.6153553775336427,0.7458591494137009,1.4999283200321425
18.98228355321803,1.2214665382884733,0.6377639239193239,0.7473743192721415,1.5047015781034359
19.52672275759426,0.854876397054076,0.5539831482524209,0.7400763889261557,1.5364461991041436
18.34099564005727,0.8614612860452544,0.4766898047318051,0.7447208408467437,1.2927683739144789
21.347311317310588,1.4718498767120525,0.5373865661618697,0.7341693998529764,1.7630229155503765
20.894554224296243,1.486447209542547,0.6989138543990691,0.7487613407099899,2.0844977497034933
18.683121822607028,1.6793431640377046,0.484455102488923,0.7490224140798992,1.597223982224202
17.469575846402204,2.3638666543638425,0.47659443206986063,0.7409880744055645,1.5026885841439248
18.90704847591519,1.3265065812419565,0.3995627751276685,0.7423409617539951,1.803316317779351
18.615591280517158,1.4868834420666617,0.761876900128766,0.7526319535641413,1.4219024381236183
17.7494099084212,1.5996497247848838,0.6507271311350166,0.7503276089805424,1.661169251781012
18.905414882590215,0.9069163388631718,0.5576360811431132,0.7603746483033422,1.8963814041909952
18.519595008262506,1.0095544194483845,0.6712311964074795,0.7321300197452332,1.364325704730321
18.604371620497204,0.8935863457915051,0.6331265150755013,0.7424234363357172,1.3979343004132065
21.361091034205266,1.564427683463417,0.5743093980129212,0.7417132228764286,1.187105862737029
19.09784523130417,1.8175778490295267,0.41582111674024463,0.7540982566066083,1.1959249303334967
19.634185404446267,1.5855636987681831,0.5976841701668645,0.7407844296929791,1.5910532999496108
20.816221727749582,1.529599378127577,0.46029453163296974,0.7402182745318272,1.4205685142384443
18.99894092616697,1.1554612469748184,0.4084108846383839,0.7404873720540837,1.4588111238861505
18.058579981824444,1.7944750364746136,0.45731646752968846,0.7446344602658925,1.3164316826363096
